,gender,age,class,embarked,fare,sibsp,parch,survived
621,1,35.0,2,3,23.09,1,2,0
622,0,36.0,2,3,23.09,1,2,0
623,1,46.0,0,3,26.0,0,0,0
624,1,23.0,2,3,7.1711,0,0,0
625,1,25.0,2,3,7.1701,0,0,1
626,1,27.0,2,3,7.1701,0,0,0
627,1,39.0,2,1,7.0407,0,2,0
628,1,50.0,0,3,26.0,0,0,0
629,0,20.0,2,3,9.161,1,0,0
630,0,21.0,2,3,9.161,1,0,0
631,1,32.0,2,3,7.1806,0,0,1
632,1,17.0,2,3,7.0206,0,0,0
633,1,21.0,2,3,8.0808,0,0,0
634,1,34.0,1,3,26.0,1,0,0
635,0,24.0,1,3,26.0,1,0,1
636,1,30.0,2,3,7.1711,0,0,0
637,1,21.0,2,3,7.1511,0,0,1
638,1,33.0,2,3,7.1701,0,0,0
639,1,22.0,2,3,7.1005,0,0,0
640,0,22.0,1,3,21.0,0,0,0
641,0,5.0,2,1,13.0804,0,1,1
642,1,39.0,2,1,13.0804,0,1,1
643,1,19.0,2,1,7.0407,0,0,0
644,0,46.0,1,2,12.07,0,0,1
645,1,23.0,2,2,7.15,0,0,0
646,1,35.0,1,2,12.07,0,0,0
647,1,39.0,2,3,7.05,0,0,0
648,1,33.0,0,3,211.1,0,0,0
649,0,20.0,2,2,7.15,0,0,1
650,0,22.0,2,2,7.15,0,0,1
651,1,19.0,2,3,8.01,0,0,0
652,1,44.0,2,2,7.1607,0,0,0
653,1,44.0,4,3,0.0,0,0,0
654,0,49.0,1,3,13.1,0,0,1
655,1,24.0,2,2,7.15,0,0,1
656,1,58.0,0,1,29.14,0,0,0
657,1,41.0,0,3,51.1703,1,0,0
658,0,40.0,0,3,51.1703,1,0,1
659,1,25.0,2,1,14.0901,1,0,0
660,0,20.0,2,1,14.0901,1,0,0
661,1,25.0,2,2,7.15,1,0,0
662,1,22.0,2,2,7.15,1,0,0
663,1,22.0,2,2,7.1409,0,0,0
664,1,42.0,0,3,52.1101,1,0,1
665,0,45.0,0,3,52.1101,1,0,1
666,0,4.0,2,3,22.0,0,2,1
667,0,26.0,2,3,22.0,1,1,1
668,0,23.0,2,3,8.1303,2,0,0
669,1,29.0,2,3,22.0,3,1,1
670,1,26.0,2,3,8.1303,2,0,0
671,1,52.0,1,2,12.07,0,0,0
672,1,41.0,0,3,26.11,0,0,0
673,0,1.0,2,3,12.0308,1,1,0
674,1,18.0,2,3,7.1701,1,1,0
675,0,36.0,2,3,12.0308,0,2,0
676,1,41.0,1,0,22.0,0,0,0
677,1,30.0,2,1,7.1711,0,0,0
678,1,25.0,2,1,7.0407,0,0,1
679,0,29.0,0,3,211.0609,0,0,1
680,1,23.0,1,3,22.0,0,0,0
681,1,26.0,2,3,7.11,0,0,0
682,1,31.0,1,3,10.1,0,0,0
683,1,35.0,2,1,7.0406,0,0,0
684,1,35.0,1,3,26.0,1,1,0
685,0,34.0,1,3,26.0,1,1,0
686,0,37.0,2,3,9.1109,0,0,0
687,1,31.0,1,2,10.1402,0,0,0
688,1,38.0,2,3,56.0911,0,0,1
689,1,23.0,2,3,56.0911,0,0,0
690,0,22.0,2,3,7.05,0,0,1
691,1,17.0,2,2,7.15,0,0,0
692,1,32.0,2,3,56.0911,0,0,1
693,0,1.0,1,1,41.1107,1,2,1
694,0,3.0,1,1,41.1107,1,2,1
695,1,25.0,1,1,41.1107,1,2,0
696,0,22.0,1,1,41.1107,1,2,1
697,1,29.0,2,3,9.0908,0,0,0
698,1,29.0,2,3,7.1506,0,0,0
699,1,22.0,2,3,7.1506,0,0,0
700,0,49.0,0,3,25.1807,0,0,1
701,1,5.0,2,3,25.0904,3,1,0
702,0,3.0,2,3,25.0904,3,1,0
703,0,8.0,2,3,25.0904,3,1,0
704,0,12.0,2,3,25.0904,3,1,0
705,0,40.0,2,3,25.0904,0,4,0
706,0,17.0,1,1,12.0,0,0,1
707,1,32.0,2,3,7.1806,0,0,0
708,0,31.0,1,3,33.0,0,0,1
709,0,39.0,1,3,10.1,0,0,1
710,0,18.0,2,2,15.1,1,0,0
711,1,20.0,2,2,15.1,1,0,0
712,0,27.0,0,1,106.0806,0,0,1
713,1,41.0,2,3,24.03,0,0,0
714,1,35.0,0,1,512.0607,0,0,1
715,1,37.0,1,3,12.1706,0,0,0
716,1,30.0,0,1,27.1405,0,0,0
717,1,25.0,1,3,10.1,0,0,0
718,1,24.0,2,3,9.1,0,0,0
719,0,25.0,2,3,7.1506,0,0,0
720,0,45.0,2,3,7.15,0,0,0
721,1,42.0,0,3,26.11,0,0,0
722,1,36.0,2,3,15.11,1,0,0
723,0,30.0,2,3,15.11,1,0,0
724,1,20.0,2,3,7.1806,1,0,1
725,0,55.0,0,1,27.1405,0,0,1
726,1,21.0,2,2,7.1707,0,0,0
727,0,16.0,0,1,39.08,0,1,1
728,0,50.0,0,1,39.08,0,1,1
729,1,61.0,1,2,12.07,0,0,0
730,1,28.0,2,3,56.0911,0,0,0
731,1,27.0,2,3,9.1,0,0,0
732,1,25.0,2,3,7.05,0,0,0
733,0,34.0,2,3,16.02,1,0,0
734,1,31.0,2,3,16.02,1,0,0
735,1,19.0,2,3,7.1707,0,0,0
736,0,21.0,0,1,77.1902,0,0,1
737,1,29.0,0,3,30.0,0,0,0
738,1,30.0,0,3,45.1,0,0,0
739,1,50.0,1,3,26.0,1,0,0
740,0,43.0,1,3,26.0,1,0,1
741,1,20.0,2,3,7.05,0,0,0
742,1,29.0,2,3,8.1303,0,0,1
743,1,50.0,2,3,7.0101,0,0,0
744,0,23.0,2,3,7.1701,0,0,1
745,1,32.0,2,3,7.1107,0,0,1
746,0,59.0,0,1,146.1005,0,0,1
747,1,30.0,2,1,6.0809,0,0,0
748,1,44.0,2,3,7.1711,0,0,0
749,1,20.0,2,3,7.11,0,0,0
750,0,57.0,1,3,10.1,0,0,0
751,0,21.0,2,2,7.15,0,0,1
752,0,16.0,0,3,211.0609,0,1,1
753,1,24.0,2,3,7.021,0,0,1
754,1,22.0,2,3,7.0206,0,0,0
755,1,30.0,0,3,26.0,0,0,0
756,0,20.0,2,2,7.1707,0,0,0
757,0,20.0,0,3,86.1,0,0,1
758,1,34.0,2,3,8.01,0,0,0
759,1,29.0,2,3,7.1806,0,0,0
760,1,25.0,1,1,15.0,0,0,0
761,1,1.0,1,1,37.0,0,2,1
762,1,45.0,1,1,37.0,1,1,0
763,0,24.0,1,1,37.0,1,1,1
764,1,18.0,2,1,7.0407,0,0,1
765,0,32.0,2,2,7.15,0,0,0
766,1,30.0,1,1,15.1107,0,0,0
767,0,28.0,2,2,7.1409,0,0,1
768,1,25.0,2,1,7.0407,0,0,0
769,1,29.0,0,1,29.14,0,0,1
770,1,23.0,2,3,7.1711,0,0,0
771,1,35.0,2,3,7.1711,0,0,0
772,1,33.0,2,1,7.1711,0,0,0
773,1,18.0,0,3,53.02,1,0,0
774,0,18.0,0,3,53.02,1,0,1
775,1,30.0,2,1,7.1711,0,0,0
776,1,23.0,1,3,13.0,0,0,0
777,1,36.0,1,3,16.0,0,0,0
778,0,24.0,0,1,49.1001,0,0,1
779,1,46.0,0,3,75.041,0,0,0
780,0,25.0,2,2,7.15,0,0,1
781,1,55.0,0,3,51.1703,0,0,0
782,1,19.0,2,2,7.15,0,0,1
783,0,29.0,2,2,23.05,2,0,1
784,0,26.0,2,2,23.05,2,0,1
785,1,24.0,2,2,23.05,2,0,1
786,1,32.0,1,3,13.1,0,0,0
787,1,32.0,1,3,13.0,0,0,0
788,0,31.0,2,2,7.1508,0,0,1
789,1,20.0,2,2,15.1,0,0,0
790,1,35.0,0,3,26.0509,0,0,1
791,0,22.0,2,2,7.1707,0,0,1
792,0,17.0,2,2,8.0,0,0,1
793,0,42.0,2,2,7.15,0,0,0
794,1,46.0,1,3,26.0,0,0,0
795,1,19.0,2,2,7.15,0,0,0
796,1,27.0,2,3,16.02,1,0,0
797,0,19.0,2,3,16.02,1,0,0
798,0,32.0,2,2,7.15,0,0,0
799,0,62.0,2,3,8.01,0,0,0
800,1,22.0,2,2,7.15,0,0,0
801,0,32.0,2,3,8.01,0,0,0
802,0,13.0,1,3,19.1,0,1,1
803,0,42.0,1,3,19.1,0,1,1
804,1,19.0,1,3,10.1,0,0,1
805,1,48.0,2,3,8.01,0,0,0
806,1,28.0,2,2,7.15,0,0,0
807,1,31.0,1,3,13.0,0,0,0
808,1,28.0,0,1,82.0305,1,0,0
809,0,25.0,0,1,82.0305,1,0,1
810,1,21.0,2,3,7.1506,0,0,1
811,1,28.0,2,3,7.1711,0,0,0
812,1,23.0,2,3,8.01,0,0,0
813,1,65.0,0,1,26.11,0,0,0
814,1,48.0,1,3,13.0,0,0,0
815,1,44.0,0,2,90.0,2,0,0
816,0,33.0,0,2,90.0,1,0,1
817,0,37.0,0,2,90.0,1,0,1
818,1,24.0,2,3,7.1711,0,0,0
819,1,21.0,2,3,7.1711,0,0,0
820,1,72.0,1,3,10.1,0,0,0
821,1,23.0,2,3,7.1711,0,0,0
822,0,23.0,2,2,7.1707,0,0,1
823,1,30.0,0,1,57.15,1,0,1
824,1,27.0,2,3,7.13,0,0,0
825,1,55.0,0,3,30.1,0,0,0
826,1,27.0,1,3,13.0,0,0,0
827,1,47.0,0,3,42.08,0,0,0
828,1,19.0,2,3,8.01,0,0,0
829,1,7.0,2,3,12.0906,0,1,1
830,0,29.0,2,3,12.0906,0,1,1
831,0,28.0,2,2,24.03,1,0,1
832,1,28.0,2,2,24.03,1,0,0
833,1,54.0,1,3,14.0,0,0,0
834,1,38.0,1,3,26.0,0,0,0
835,1,34.0,2,3,8.01,0,0,0
836,1,30.0,2,2,7.15,0,0,0
837,1,29.0,2,3,7.1506,0,0,1
838,0,35.0,2,1,7.0407,0,0,1
839,1,28.0,2,3,8.01,0,0,0
840,1,4.0,2,1,15.0411,1,1,1
841,1,7.0,2,1,15.0411,1,1,1
842,0,25.0,2,1,15.0411,0,2,1
843,1,17.0,1,3,10.1,0,0,0
844,0,21.0,2,2,7.1408,0,0,1
845,0,25.0,2,2,7.15,0,0,1
846,1,22.0,2,3,8.01,0,0,0
847,0,18.0,2,2,15.1,1,0,1
848,0,25.0,2,2,15.1,1,0,1
849,0,31.0,2,2,15.1,0,0,1
850,0,22.0,2,1,7.0406,0,0,1
851,1,18.0,2,3,7.15,0,0,0
852,1,63.0,1,2,9.1309,0,0,0
853,1,22.0,2,3,7.1711,0,0,0
854,0,15.0,2,1,7.0406,0,0,1
855,1,17.0,2,1,7.0407,0,0,0
856,0,1.0,2,1,15.141,0,2,1
857,1,21.0,2,1,15.141,1,1,1
858,0,19.0,2,1,15.141,1,1,1
859,1,36.0,2,3,8.01,0,0,0
860,1,32.0,2,3,7.1711,0,0,0
861,1,20.0,2,1,7.0407,0,0,0
862,1,28.0,1,1,30.0105,1,0,0
863,0,14.0,1,1,30.0105,1,0,1
864,1,20.0,2,1,7.0406,0,0,0
865,1,36.0,0,1,29.14,0,1,0
866,0,21.0,2,2,7.15,0,0,0
867,1,2.0,1,3,26.0,1,1,1
868,1,3.0,1,3,26.0,1,1,1
869,1,32.0,1,3,26.0,0,2,0
870,1,22.0,2,3,7.1711,0,0,0
871,1,26.0,1,3,13.0,0,0,0
872,0,31.0,0,1,113.0506,1,0,1
873,0,23.0,0,1,113.0506,1,0,1
874,1,58.0,0,1,113.0506,0,2,0
875,0,19.0,0,3,26.0508,0,2,1
876,1,19.0,1,3,36.15,1,1,0
877,1,60.0,0,3,26.0,0,0,0
878,0,29.0,2,3,7.1806,0,0,0
879,1,28.0,2,3,8.01,0,0,0
880,0,18.0,2,3,7.1506,0,0,1
881,0,26.0,2,3,7.1701,0,0,1
882,1,21.0,2,3,7.1701,0,0,0
883,1,11.0,2,1,11.041,1,0,1
884,0,14.0,2,1,11.041,1,0,1
885,1,41.0,2,3,7.0206,0,0,0
886,1,39.0,2,3,7.1806,0,0,1
887,1,20.0,2,1,7.0407,0,0,0
888,1,27.0,1,3,13.1,0,0,0
889,1,21.0,2,3,7.16,0,0,0
890,1,20.0,0,1,13.1703,0,0,1
891,0,29.0,1,3,10.1,0,0,1
892,0,22.0,2,3,7.15,0,0,1
893,1,60.0,2,3,6.0409,0,0,0
894,1,21.0,2,2,7.1607,0,0,0
895,0,26.0,2,2,15.1,1,0,1
896,1,27.0,2,2,15.1,1,0,0
897,1,18.0,2,2,7.1408,0,0,0
898,1,17.0,2,2,7.15,0,0,0
899,1,23.0,2,2,7.15,0,0,0
900,1,23.0,2,3,9.0406,0,0,0
901,0,24.0,2,2,7.1707,0,0,1
902,0,22.0,2,3,7.1506,0,0,1
903,1,21.0,2,2,7.15,0,0,1
904,0,16.0,2,2,7.1607,0,0,1
905,0,39.0,0,1,108.18,0,0,1
906,1,9.0,2,3,3.0305,0,1,1
907,1,28.0,2,3,22.1006,0,0,0
908,1,42.0,2,3,8.0801,0,1,0
909,1,27.0,2,3,7.0603,0,0,0
910,0,31.0,2,3,7.1701,0,0,0
911,1,28.0,2,3,7.1701,0,0,0
912,1,32.0,2,3,7.1506,0,0,1
913,1,20.0,2,3,9.0406,0,0,0
914,1,29.0,0,1,25.141,0,0,1
915,0,23.0,2,3,8.1303,0,0,0
916,0,20.0,2,3,8.1303,0,0,0
917,1,20.0,2,3,8.1303,0,0,0
918,1,16.0,2,3,9.0404,0,0,0
919,0,22.0,0,3,61.1907,0,1,1
920,1,64.0,0,3,61.1907,0,1,0
921,0,21.0,2,2,7.1207,0,0,0
922,1,38.0,1,3,13.0,0,0,0
923,1,36.0,0,1,27.1405,0,0,0
924,1,22.0,1,3,10.1,0,0,1
925,1,27.0,1,1,13.1703,0,0,1
926,1,23.0,1,3,10.1,0,0,0
927,1,29.0,1,1,13.1702,0,0,1
928,1,2.0,2,3,21.0106,3,1,0
929,1,6.0,2,3,21.0106,3,1,0
930,0,3.0,2,3,21.0106,3,1,0
931,0,8.0,2,3,21.0106,3,1,0
932,0,29.0,2,3,21.0106,0,4,0
933,1,1.0,2,3,39.1309,4,1,0
934,1,15.0,2,3,39.1309,4,1,0
935,1,7.0,2,3,39.1309,4,1,0
936,1,2.0,2,3,39.1309,4,1,0
937,1,16.0,2,3,39.1309,4,1,0
938,0,41.0,2,3,39.1309,0,5,0
939,1,17.0,1,3,10.1,0,0,0
940,1,21.0,1,0,22.0,0,0,0
941,0,59.0,1,3,26.0,0,1,1
942,1,30.0,0,0,89.0,0,0,0
943,1,40.0,0,3,28.1,0,0,0
944,1,21.0,2,3,8.1303,0,0,0
945,1,20.0,2,3,14.1,0,0,0
946,1,32.0,2,3,7.1711,0,0,0
947,1,23.0,0,3,93.1,0,0,0
948,1,0.5833333333,2,3,13.1506,1,1,0
949,0,4.0,2,3,13.1506,1,1,0
950,0,26.0,2,3,13.1506,0,2,0
951,1,32.0,2,3,7.0,0,0,0
952,0,22.0,0,3,66.12,1,0,1
953,1,29.0,0,3,66.12,1,0,0
954,1,28.0,2,3,7.1506,0,0,0
955,1,24.0,2,3,8.01,0,0,0
956,1,21.0,2,3,7.1806,0,0,0
957,1,25.0,2,3,7.1806,0,0,0
958,0,22.0,0,1,108.18,1,0,1
959,1,24.0,0,1,108.18,1,0,0
960,1,19.0,1,3,10.1,0,0,0
961,1,24.0,2,3,7.05,0,0,0
962,1,39.0,1,1,15.01,0,0,0
963,0,33.0,0,3,93.1,0,0,1
964,1,25.0,2,3,7.1506,1,0,1
965,1,41.0,1,3,13.0,0,0,0
966,0,28.0,2,3,7.1711,0,0,0
967,1,4.0,2,1,22.0702,1,1,1
968,0,2.0,2,1,22.0702,1,1,1
969,1,24.0,2,3,8.01,0,0,0
970,0,28.0,2,2,8.0209,0,0,0
971,1,19.0,2,3,7.1711,0,0,0
972,1,29.0,2,3,7.1711,0,0,0
973,0,18.0,2,3,7.1506,0,0,0
974,1,25.0,2,3,7.1506,1,0,0
975,1,52.0,0,3,30.1,0,0,1
976,0,21.0,1,3,21.0,0,1,1
977,0,19.0,1,3,26.0,0,0,1
978,1,43.0,1,3,21.0,0,1,0
979,1,33.0,2,3,8.01,0,0,1
980,0,32.0,1,3,13.0,0,0,1
981,1,27.0,2,3,7.1711,0,0,0
982,1,17.0,2,3,8.1303,0,0,0
983,1,24.0,2,3,8.1303,0,0,0
984,1,24.0,1,3,13.0,0,0,0
985,1,30.0,1,1,12.1409,0,0,1
986,1,46.0,0,3,52.0,0,0,0
987,0,56.0,0,1,83.0302,0,1,1
988,1,27.0,1,1,15.0,0,0,0
989,1,16.0,2,1,8.1403,0,0,0
990,0,2.0,1,3,26.0,1,1,1
991,0,8.0,1,3,26.0,1,1,1
992,0,33.0,1,3,26.0,0,2,1
993,1,27.0,2,3,7.1711,0,0,0
994,1,21.0,2,1,7.0406,0,0,0
995,0,63.0,2,3,8.0203,0,0,0
996,1,30.0,2,1,7.0407,0,0,0
997,1,18.0,2,3,7.05,0,0,0
998,1,36.0,1,3,10.1,0,0,0
999,1,38.0,2,3,7.1711,0,0,0
1000,1,33.0,1,3,21.0,1,0,0
1001,0,30.0,1,3,21.0,3,0,1
1002,1,37.0,0,1,89.0,0,0,0
1003,0,29.0,1,3,13.0,0,0,1
1004,1,21.0,2,3,8.01,0,0,0
1005,1,33.0,0,1,39.12,0,0,1
1006,1,10.0,2,2,29.0206,4,1,0
1007,1,4.0,2,2,29.0206,4,1,0
1008,1,7.0,2,2,29.0206,4,1,0
1009,1,2.0,2,2,29.0206,4,1,0
1010,1,8.0,2,2,29.0206,4,1,0
1011,0,39.0,2,2,29.0206,0,5,0
1012,1,23.0,1,1,15.0,0,0,0
1013,1,0.75,1,3,18.15,1,1,1
1014,1,3.0,1,3,18.15,1,1,1
1015,0,24.0,1,3,18.15,2,3,1
1016,0,58.0,1,3,10.1,0,0,1
1017,1,22.0,0,1,135.1208,0,0,0
1018,0,22.0,2,3,39.1309,0,0,0
1019,1,35.0,2,3,7.0206,0,0,0
1020,0,22.0,2,2,7.1405,0,0,1
1021,1,69.0,2,3,14.1,0,0,0
1022,0,64.0,2,3,14.1,0,0,0
1023,0,43.0,0,3,211.0609,0,1,1
1024,1,50.0,2,3,14.1,1,0,0
1025,0,48.0,2,3,14.1,1,0,0
1026,1,45.0,0,1,247.1006,0,0,0
1027,1,31.0,0,3,50.0911,0,0,0
1028,1,18.0,1,3,10.1,0,0,0
1029,1,30.0,2,3,8.01,0,0,0
1030,1,45.0,0,3,26.11,0,0,1
1031,1,49.0,2,3,7.1506,0,0,0
1032,1,39.0,0,3,50.0,0,0,0
1033,0,2.0,2,3,20.0403,1,1,0
1034,0,41.0,2,3,20.0403,0,2,0
1035,1,18.0,2,3,20.0403,1,1,0
1036,0,33.0,0,1,27.1405,0,0,1
1037,1,46.0,0,1,79.0,0,0,0
1038,1,36.0,0,3,40.0206,0,0,0
1039,0,33.0,0,3,86.1,0,0,1
1040,0,26.0,2,3,8.01,0,0,1
1041,1,46.0,0,1,59.08,1,0,0
1042,0,54.0,0,1,59.08,1,0,1
1043,1,55.0,2,3,8.01,0,0,0
1044,1,59.0,0,3,26.11,0,0,0
1045,0,22.0,1,3,10.1,0,0,1
1046,1,17.0,2,3,8.01,0,0,0
1047,1,24.0,2,2,7.15,0,0,1
1048,1,30.0,2,2,24.03,0,0,0
1049,1,13.0,0,1,262.0706,2,2,1
1050,0,18.0,0,1,262.0706,2,2,1
1051,0,21.0,0,1,262.0706,2,2,1
1052,1,61.0,0,1,262.0706,1,3,0
1053,0,48.0,0,1,262.0706,1,3,1
1054,1,30.0,2,1,7.0407,0,0,0
1055,1,27.0,2,1,7.0406,0,0,0
1056,1,47.0,0,3,30.1,0,0,1
1057,1,19.0,2,2,7.1407,0,0,0
1058,1,17.0,2,3,7.111,0,0,0
1059,1,43.0,2,3,7.05,0,0,0
1060,1,13.0,2,3,69.11,8,2,0
1061,1,5.0,2,3,69.11,8,2,0
1062,0,8.0,2,3,69.11,8,2,0
1063,0,14.0,2,3,69.11,8,2,0
1064,0,10.0,2,3,69.11,8,2,0
1065,0,21.0,2,3,69.11,8,2,0
1066,1,18.0,2,3,69.11,8,2,0
1067,1,17.0,2,3,69.11,8,2,0
1068,1,20.0,2,3,69.11,8,2,0
1069,1,45.0,2,3,69.11,1,9,0
1070,0,45.0,2,3,69.11,1,9,0
1071,0,24.0,0,1,69.06,0,0,1
1072,1,24.0,2,3,9.0606,0,0,0
1073,0,21.0,2,3,7.13,0,0,1
1074,1,43.0,0,3,26.0,0,0,1
1075,1,29.0,2,3,7.1806,0,0,0
1076,1,17.0,2,1,21.1307,2,0,0
1077,1,40.0,2,1,21.1307,2,0,0
1078,1,16.0,2,1,21.1307,2,0,0
1079,0,1.0,2,3,16.14,1,1,1
1080,0,4.0,2,3,16.14,1,1,1
1081,0,24.0,2,3,16.14,0,2,1
1082,1,21.0,2,3,9.1,0,0,1
1083,1,19.0,2,3,8.01,0,0,0
1084,1,24.0,2,3,8.01,0,0,0
1085,1,22.0,2,2,7.1406,0,0,0
1086,0,35.0,0,1,57.15,1,0,1
1087,1,29.0,2,3,9.1,0,0,1
1088,1,22.0,1,3,13.0,0,0,0
1089,1,42.0,2,3,7.1711,0,0,0
1090,1,28.0,1,3,13.0,0,0,0
1091,1,10.0,2,1,4.0,0,0,0
1092,0,30.0,0,3,31.0,0,0,1
1093,1,34.0,0,3,26.11,0,0,1
1094,1,35.0,2,3,13.0,0,0,0
1095,1,29.0,1,3,26.0,0,0,0
1096,1,27.0,2,2,7.15,0,0,0
1097,1,19.0,2,1,7.0406,0,0,0
1098,1,55.0,2,3,15.02,0,0,0
1099,0,25.0,1,3,26.0,0,1,1
1100,1,26.0,2,1,7.0406,0,0,0
1101,0,20.0,2,2,7.1607,0,0,1
1102,1,22.0,2,3,8.01,0,0,0
1103,0,40.0,0,3,153.0903,0,0,1
1104,0,17.0,1,3,13.0,0,2,1
1105,1,35.0,0,3,26.0509,0,0,1
1106,0,39.0,0,1,55.18,1,0,1
1107,1,51.0,0,1,55.18,1,0,0
1108,1,40.0,2,3,8.01,0,0,0
1109,1,56.0,0,3,35.1,0,0,1
1110,0,20.0,1,3,36.15,0,0,1
1111,0,30.0,1,3,13.0,0,0,1
1112,1,22.0,2,1,7.0407,0,0,0
1113,1,20.0,2,3,8.01,0,0,0
1114,1,40.0,2,3,7.1711,0,0,0
1115,1,21.0,2,3,7.1806,0,0,0
1116,0,18.0,2,3,6.0911,0,0,1
1117,1,59.0,1,3,13.1,0,0,0
1118,1,5.0,2,3,27.18,3,2,0
1119,1,11.0,2,3,27.18,3,2,0
1120,0,9.0,2,3,27.18,3,2,0
1121,0,2.0,2,3,27.18,3,2,0
1122,0,43.0,2,3,27.18,1,4,0
1123,1,40.0,2,3,27.18,1,4,0
1124,1,42.0,2,3,7.1711,0,0,0
1125,0,30.0,1,2,12.07,0,0,1
1126,1,35.0,1,3,10.1,0,0,0
1127,1,20.0,2,3,8.01,0,0,0
1128,1,28.0,0,3,35.1,0,0,1
1129,1,56.0,0,3,26.11,0,0,0
1130,1,37.0,2,3,8.1303,0,0,0
1131,0,49.0,1,3,13.0,0,0,1
1132,1,56.0,0,1,30.1311,0,0,0
1133,1,24.0,0,1,60.0,1,0,0
1134,1,57.0,0,3,26.0,0,0,0
1135,0,18.0,0,1,60.0,1,0,1
1136,0,18.0,2,2,7.1408,0,0,1
1137,1,27.0,2,2,7.15,0,0,0
1138,1,24.0,0,3,82.0504,1,0,1
1139,0,23.0,0,3,82.0504,1,0,1
1140,1,25.0,1,3,13.0,0,0,0
1141,1,19.0,2,3,7.13,0,0,0
1142,1,31.0,2,3,8.01,0,0,0
1143,1,23.0,2,3,8.01,0,0,0
1144,1,6.0,0,1,134.1,0,2,1
1145,1,45.0,0,1,134.1,1,1,1
1146,0,39.0,0,1,134.1,1,1,1
1147,0,48.0,0,1,146.1005,1,0,1
1148,1,57.0,0,1,146.1005,1,0,0
1149,1,31.0,2,3,8.01,0,0,0
1150,1,32.0,0,3,30.1,0,0,1
1151,1,23.0,2,3,7.1711,0,0,0
1152,1,33.0,2,1,8.1309,0,0,0
1153,0,24.0,2,3,7.11,0,0,1
1154,1,22.0,2,3,8.01,0,0,0
1155,1,42.0,1,1,15.0,0,0,0
1156,1,62.0,0,3,26.11,0,0,0
1157,1,54.0,0,1,55.081,1,0,1
1158,0,43.0,0,1,55.081,1,0,1
1159,0,52.0,0,1,78.0504,1,0,1
1160,1,64.0,0,1,27.1405,0,0,0
1161,1,24.0,1,3,10.1,0,0,0
1162,0,61.0,0,3,80.0,0,0,1
1163,1,59.0,2,3,13.0,0,0,0
1164,1,19.0,2,3,7.1711,0,0,0
1165,0,22.0,2,3,9.1609,0,0,0
1166,1,30.0,2,3,7.1806,0,0,1
1167,1,67.0,0,3,221.1507,1,0,0
1168,0,63.0,0,3,221.1507,1,0,0
1169,1,27.0,2,3,8.1303,0,0,0
1170,0,2.0,2,3,10.0903,0,1,0
1171,0,29.0,2,3,10.0903,1,1,0
1172,1,20.0,2,3,8.01,0,0,1
1173,1,44.0,2,3,7.1806,0,0,1
1174,1,25.0,2,3,7.01,0,0,0
1175,1,61.0,0,3,32.0605,0,0,0
1176,1,74.0,2,3,7.1506,0,0,0
1177,1,14.0,2,3,9.0406,0,0,1
1178,1,24.0,2,3,7.1511,0,0,0
1179,1,19.0,1,3,13.0,0,0,0
1180,1,14.0,1,3,65.0,0,0,0
1181,0,46.0,0,3,25.1807,0,0,1
1182,1,0.4166666667,2,1,8.1004,0,1,1
1183,1,30.0,2,1,6.0809,1,0,0
1184,0,16.0,2,1,8.1004,1,1,1
1185,0,18.0,0,3,79.13,0,2,1
1186,1,52.0,0,3,79.13,1,1,0
1187,0,39.0,0,3,79.13,1,1,1
1188,1,48.0,0,3,52.0,1,0,1
1189,1,40.0,1,3,22.0,0,0,0
1190,0,49.0,0,3,52.0,1,0,1
1191,1,25.0,2,3,7.1511,0,0,1
1192,1,49.0,0,1,110.1708,1,1,0
1193,1,17.0,0,1,110.1708,0,2,1
1194,0,39.0,0,1,110.1708,1,1,1
1195,1,34.0,2,3,8.01,0,0,0
1196,1,34.0,2,1,6.0809,0,0,0
1197,1,16.0,2,1,7.0406,0,0,0
1198,1,37.0,2,3,8.01,0,0,0
1199,0,38.0,0,1,80.0,0,0,1
1200,1,37.0,2,3,16.02,1,0,0
1201,0,33.0,2,3,16.02,1,0,1
1202,1,32.0,2,3,7.1806,0,0,0
1203,1,20.0,2,2,7.15,0,0,0
1204,1,23.0,2,3,7.1711,0,0,0
1205,1,22.0,2,3,8.01,0,0,0
1206,0,48.0,1,3,10.1,0,0,1
1207,1,41.0,2,3,8.01,0,0,0
1208,1,20.0,2,1,7.0407,0,0,0
1209,1,26.0,2,3,13.0,0,0,1
1210,1,25.0,2,3,7.1711,0,0,0
1211,1,23.0,1,3,13.0,0,0,0
1212,0,27.0,1,3,12.13,0,0,1
1213,0,27.0,1,3,10.1,0,0,1
1214,1,31.0,0,1,28.1009,0,0,1
1215,1,8.0,2,1,15.0411,1,1,1
1216,0,9.0,2,1,15.0411,1,1,1
1217,0,27.0,2,1,15.0411,0,2,1
1218,1,36.0,2,3,7.1711,0,0,0
1219,0,18.0,2,3,9.161,0,0,1
1220,0,63.0,2,3,9.1109,0,0,1
1221,0,26.0,1,3,21.0,1,0,0
1222,1,29.0,1,3,21.0,1,0,0
1223,1,39.0,0,1,27.1405,0,0,0
1224,1,10.0,2,3,14.1,1,1,0
1225,1,9.0,2,3,14.1,1,1,0
1226,1,35.0,2,3,14.1,0,2,0
1227,1,28.0,2,3,9.1,0,0,0
1228,1,46.0,2,3,9.0,0,0,0
1229,1,61.0,0,3,33.1,0,0,0
1230,0,18.0,2,3,18.0,2,0,0
1231,1,31.0,2,3,18.0,3,0,0
